,client-id,data-rate,data-volume,dst-addr,dst-port,interval-end,interval-start,jitter,pckt-lost,pckt-total,protocol,src-addr,src-port
182,m1,47800000.0,11400000.0,10.10.15.248,47939,1548782556.0,1548782554.0,0.401,0.0,1459.0,udp,10.10.12.1,5204
183,m1,47300000.0,11300000.0,10.10.15.248,47939,1548782558.0,1548782556.0,1.244,1.0,1446.0,udp,10.10.12.1,5204
184,m1,48000000.0,11500000.0,10.10.15.248,47939,1548782560.0,1548782558.0,1.591,2.0,1468.0,udp,10.10.12.1,5204
185,m1,48400000.0,11500000.0,10.10.15.248,47939,1548782562.0,1548782560.0,0.506,0.0,1476.0,udp,10.10.12.1,5204
186,m1,47800000.0,11400000.0,10.10.15.248,47939,1548782564.0,1548782562.0,0.791,1.0,1461.0,udp,10.10.12.1,5204
187,m1,44200000.0,10500000.0,10.10.15.248,47939,1548782566.0,1548782564.0,2.068,0.0,1348.0,udp,10.10.12.1,5204
188,m1,43100000.0,10300000.0,10.10.15.248,47939,1548782568.0,1548782566.0,2.833,222.0,1538.0,udp,10.10.12.1,5204
189,m1,47200000.0,11200000.0,10.10.15.248,47939,1548782570.0,1548782568.0,2.098,3.0,1443.0,udp,10.10.12.1,5204
190,m1,22700000.0,5410000.0,10.10.15.248,47939,1548782572.0,1548782570.0,8.279,394.0,1087.0,udp,10.10.12.1,5204
191,m1,5080000.0,1210000.0,10.10.15.248,47939,1548782574.0,1548782572.0,11.231,739.0,894.0,udp,10.10.12.1,5204
192,m1,295000.0,72000.0,10.10.15.248,47939,1548782576.0,1548782574.0,19.922,54.0,63.0,udp,10.10.12.1,5204
193,m1,0.0,0.0,10.10.15.248,47939,1548782578.0,1548782576.0,19.922,0.0,0.0,udp,10.10.12.1,5204
194,m1,0.0,0.0,10.10.15.248,47939,1548782580.0,1548782578.0,19.922,0.0,0.0,udp,10.10.12.1,5204
195,m1,0.0,0.0,10.10.15.248,47939,1548782582.0,1548782580.0,19.922,0.0,0.0,udp,10.10.12.1,5204
196,m1,492000.0,120000.0,10.10.15.248,47939,1548782584.0,1548782582.0,49.716,7579.0,7594.0,udp,10.10.12.1,5204
